,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
36370,ni usted sabe quien soy yo ni yo se quien es usted,es,7.144792999,-73.132697,city,Colombia,,1970154547,755,FALSE,ud,Tue Sep 01 00:05:30 +0000 2015,,"['estudiante', 'de', 'contabilidad', 'financiera']"
36418,si ud quiere es un vacilon esta bien vacilemos,es,10.889511,-74.782175,city,Colombia,,2450743176,355,FALSE,ud,Tue Sep 01 00:31:22 +0000 2015,,"['estudiante', 'de', 'comercio', 'exterior', 'y', 'seguridad', 'industrial', '»', 'mmsl']"
36420,usted me puede gustar mucho pero no sirvo para buscarla,es,4.262283503,-74.243671,city,Colombia,,353107173,2305,FALSE,ud,Tue Sep 01 00:32:12 +0000 2015,,"['estudiante', 'de', 'ingenieria', 'de', 'telecomunicaciones', 'little', 'monster', 'instagram', '@estatambien', 'snapchatquinterolm', 'wa', '3144409435']"
36451,es que usted es muy peleona muy aletosa muy malgeniada yyyyyyyyyyyyyyyyyyyy,es,4.262283503,-74.243671,city,Colombia,,299745991,367,FALSE,ud,Tue Sep 01 00:45:34 +0000 2015,Colombia.,"['estudiante', 'de', 'psicología']"
36473,me importa una mierda sí lo que usted crea de mi,es,4.262283503,-74.243671,city,Colombia,,269902494,672,FALSE,ud,Tue Sep 01 00:53:18 +0000 2015,"Bogotá, Colombia","['en', 'pie', 'de', 'lucha', 'estudiante', 'de', 'derecho', 'universidad', 'libre']"
36666,hoy fui a la universidad y al verme todos me dijeron parce usted dondw a estado merida,es,4.262283503,-74.243671,city,Colombia,,201260948,978,FALSE,ud,Tue Sep 01 22:19:15 +0000 2015,Bogotá,"['u2764', 'estudiante', 'de', 'medicina', 'que', 'le', 'gustan', 'los', 'pandas', 'y', 'habla', 'de', 'solo', 'chinos', 'gordo', 'teton', '@gaemgyu', 'u2764', 'eunhae', 'shipper', 'u2764', 'infinite', 'multifandumdumbo']"
36673,@heyjoge usted y yo entrando y saliendo del chochal este fds,es,4.262283503,-74.243671,city,Colombia,1455663330,410861950,325,FALSE,ud,Tue Sep 01 22:25:45 +0000 2015,Bogotá,"['obstinado', 'caprichos', 'y', 'realista', 'estudiante', 'de', 'gastronomía', 'on', 'standby', 'apasionado', 'por', 'la', 'fotografía', 'y', 'la', 'moda']"
36740,profe @adrianmagnoli de acuerdo cin usted el señor @joseacadenam es un aprovechado @cucutaoficial @gentepelota,es,8.075581894,-72.4770928,city,Colombia,,166336941,177,FALSE,ud,Tue Sep 01 23:43:44 +0000 2015,Cucuta.  Norte de Santander,"['estudiante', 'de', 'admon', 'financiera']"
36741,perder el tiempo con usted y con diciembre encima así no se puede,es,6.270882998,-75.619213,city,Colombia,,1902250764,268,FALSE,ud,Tue Sep 01 23:44:16 +0000 2015,"Medellín, Antioquia - Colombia","['estudiante', 'de', 'comunicación', 'social', 'periodismo', 'upb']"
36758,yo lo único que le podría envidiar a usted sería el dizque maquillaje que se pone en esa jeta de ñera que tiene,es,4.262283503,-74.243671,city,Colombia,,2623021089,194,FALSE,ud,Tue Sep 01 23:52:52 +0000 2015,Rock y Wiz Khalifa,"['bogotácolombia', 'instagram', 'lizethmartinez', '62', 'futura', 'estudiante', 'de', 'comunicación', 'socialu', '270c']"
36780,y es que no sé por qué cuando tomo pienso en usted,es,5.056934001,-75.560285,city,Colombia,,200582387,220,FALSE,ud,Wed Sep 02 00:04:09 +0000 2015,Colombia ,"['estudiante', 'de', 'administración', 'de', 'empresas', 'universidad', 'nacional', 'de', 'colombia']"
36798,@juanmansantos la verdad escucharlo da risa usted es el payaso mas grande de colombia buenas noches señor presidente,es,4.262283503,-74.243671,city,Colombia,64839766,172603488,30,FALSE,ud,Wed Sep 02 00:15:54 +0000 2015,,"['estudiante', 'de', 'economía', 'en', 'la', 'universidad', 'de', 'salle', 'bogota', 'colombia']"
36816,usted solo me busca cuando esta desparchada beiby,es,4.262283503,-74.243671,city,Colombia,,404489788,116,FALSE,ud,Wed Sep 02 00:21:39 +0000 2015,,"['estudiante', 'hincha', 'del', 'mejor', 'equipo', 's', 'a', 'n', 't', 'a', 'f', 'e', 'eres', 'mi', 'vida', 'karen', '#11']"
36834,si usted es feo no se ria con más de 1db,es,4.262283503,-74.243671,city,Colombia,,357208810,183,FALSE,ud,Wed Sep 02 00:28:24 +0000 2015,,"['el', 'compromiso', 'revolucionario', 'del', 'estudiante', 'debe', 'llevarlo', 'hasta', 'las', 'últimas', 'consecuencias', 'camilo', 'torres']"
36870,si hablamos de merecer a usted le ganan de sobra,es,2.988736497,-75.3222715,city,Colombia,,228745984,695,FALSE,ud,Wed Sep 02 00:48:26 +0000 2015,"Neiva - Huila, Colombia","['estudiante', 'de', 'contaduría', 'pública', 'universidad', 'surcolombiana', 'bailarina', 'ultimate', 'frisbee', 'presi', '@ak2suaza']"
36880,usted me tiene con mariposas así bien fortachonas haciendo un pogo en mi panza lo más romántico que me han dicho en lo que llevo de vida,es,5.038591498,-74.015434,city,Colombia,,766238239,1575,FALSE,ud,Wed Sep 02 00:54:51 +0000 2015,"Zipaquirá, Colombia","['8voley8', 'u2665', 'instagram', 'alexatorres', '8', 'u2665', 'estudiante', 'de', 'ingeniería', 'ambiental']"
36946,#debateporbogotá si usted fuera alcalde como disminuiría el hurto a ciclistas y como promovería el uso de la bicicleta,es,4.262283503,-74.243671,city,Colombia,,721279138,1691,FALSE,ud,Wed Sep 02 01:18:56 +0000 2015,"Chapinero , Bogota DC","['estudiante', '@admonuniandes', 'y', 'miembro', 'consejo', 'estudiantil', 'fa', '#eshoraderenovar', 'candidato', 'a', 'edil', 'de', 'chapinero', 'l', '84']"
37236,con usted quiero hacer cosas inimaginables,es,4.448673,-75.3155775,city,Colombia,,590445094,389,FALSE,ud,Thu Sep 03 21:04:02 +0000 2015,Ibague ,"['estudiante', 'de', 'licenciatura', 'en', 'lengua', 'castellana', 'i', 'wanna', 'trip', 'trip', 'trip', 'opio', 'en', 'las', 'nubes']"
37239,usted se gana el paraíso si me trae un nevadito de juan valdez para que me quite este sueño,es,7.063666499,-73.0964135,city,Colombia,,472414335,202,FALSE,ud,Thu Sep 03 21:05:17 +0000 2015,,"['estudiante', 'de', 'medicinaudes']"
37308,@drodriguezven increíble que usted diga que lo que pasa en la frontera es un montaje mediático,es,5.490470499,-73.38497,city,Colombia,1644228493,252828941,71,FALSE,ud,Fri Sep 04 20:12:36 +0000 2015,,"['estudiante', 'teologia', 'biblica', 'y', 'ministerial', 'apasionado', 'por', 'la', 'palabra', 'de', 'dios', 'y', 'su', 'verdad']"
37443,@cimedina9420 usted es el mejor amigo que yo he podido tener en toda mi fucking vida lo amo muchísimo,es,7.063666499,-73.0964135,city,Colombia,1556402216,999689064,131,FALSE,ud,Fri Sep 04 23:13:17 +0000 2015,,"['estudiante', 'de', 'bacteriología', 'y', 'laboratorio', 'clínico']"
37541,cosito locas que dicen que ud le caen mal locass like this @donghae861015,es,4.262283503,-74.243671,city,Colombia,,201260948,986,FALSE,ud,Sat Sep 05 20:55:00 +0000 2015,Bogotá,"['u2764', 'estudiante', 'de', 'medicina', 'que', 'le', 'gustan', 'los', 'pandas', 'y', 'habla', 'de', 'solo', 'chinos', 'gordo', 'teton', '@gaemgyu', 'u2764', 'eunhae', 'shipper', 'u2764', 'infinite', 'multifandumdumbo']"
37543,@zurbanamedellin @dianahiguitao vea hermosura yo sigo con usted hasta el fin te quiero bendiciones y gracias por alegrarme la tarde mua,es,6.270882998,-75.619213,city,Colombia,1041098899,383039500,1206,FALSE,ud,Sat Sep 05 20:55:40 +0000 2015,"medellin,colombia","['dios', 'familia', 'alegré', 'perseverante', 'estudiante', 'administración', 'de', 'empresas', 'amante', 'al', 'buen', 'fútbol', 'y', 'al', 'baile', 'hincha', 'del', 'can', 'extremadamente', 'loca']"
37578,a mi no me importan los demás a mi me importa solo usted entiende,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 21:54:39 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37580,cuando usted este despechado lo que menos debe hacer es tomar callese malparido que usted no sabe como se siente esto s,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 21:56:24 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37586,hablemos ya solo para lo que sea necesario entre usted y yo vale,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 21:59:37 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37594,yo en usted ya no puedo confiar por que me apuñalo de la peor manera entiende,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 22:03:33 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37600,usted me enreda esa cabeza con esas mierdas que dice y que hace aggg s,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 22:07:55 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37605,unos tragos por usted hoy no caen nada mal,es,4.262283503,-74.243671,city,Colombia,,135705970,966,FALSE,ud,Sat Sep 05 22:19:32 +0000 2015,colombia,"['estudiante', 'de', 'contaduría', 'y', 'finanzas']"
37725,si soy tierna y cursi con usted aún cuando dije no serlo considérese importante,es,4.262283503,-74.243671,city,Colombia,,520076773,221,FALSE,ud,Sun Sep 06 22:14:10 +0000 2015,Bogotá,"['estudiante', 'de', 'finanzas', 'y', 'negocios', 'internacionales']"
37769,usted es mi traga prohibida,es,4.312452,-74.4376075,city,Colombia,,2812586578,280,FALSE,ud,Sun Sep 06 22:59:15 +0000 2015,Bogota D.C,"['hija', 'de', 'dios', 'estudiante', 'de', 'contaduría', 'pública', 'instagram', '@loregmurcia', 'colombiana', 'mci', 'dios', 'mi', 'vida', 'entera', 'millonarios', '\\']"
37806,@r8robayooficial jajaja malísimo usted,es,4.262283503,-74.243671,city,Colombia,257054178,609228090,148,FALSE,ud,Sun Sep 06 23:34:04 +0000 2015,"Santiago de Cali, Colombia","['estudiante', 'de', 'diseño', 'industrial', '@univallecol', 'asesor', 'ventas', 'dibujante', 'y', 'pintor', 'hincha', 'del', 'grande', 'de', 'colombia', '@americadecali', '100', 'valluno', '#decalisehablabien']"
37846,#todosevuelvepailacuando estoy sin usted,es,4.262283503,-74.243671,city,Colombia,,239412485,208,FALSE,ud,Mon Sep 07 00:06:49 +0000 2015,"Bogotá, Colombia","['estudiante', 'de', 'ingeniería', 'química', 'un', 'exud', 'raider', 'out', 'of', 'hell', 'no', 'importa', 'cuanto', 'te', 'esfuerces', 'siempre', 'habrá', 'alguien', 'a', 'quien', 'superar']"
37892,usted es tan efimero como mi fds,es,7.063666499,-73.0964135,city,Colombia,,472414335,202,FALSE,ud,Mon Sep 07 00:30:51 +0000 2015,,"['estudiante', 'de', 'medicinaudes']"
37955,estoy muy convencida que usted sería el mejor partido pero nadie elige a quien quereru 270c,es,2.988736497,-75.3222715,city,Colombia,,577205287,18,FALSE,ud,Mon Sep 07 19:57:22 +0000 2015,NEIVA,"['estudiante', 'de', 'comunicación', 'social', 'y', 'periodismodaniel', 'coneo', 'príncipe', 'de', 'mi', 'vida', 'u2665']"
37967,lo más probable es que yo me enamore de usted y a usted siga sin valerle algo,es,4.262283503,-74.243671,city,Colombia,,827940780,2951,FALSE,ud,Mon Sep 07 20:07:20 +0000 2015,"Bogotá, Colombia","['estudiante', 'de', 'licenciatura', 'en', 'humanidades', 'y', 'lengua', 'castellana', 'rockpopelectrónica', 'embajadora', 'de', 'corazón', 'putoraider', 'out', 'of', 'hellu', '276417']"
37978,@crhisbmx sí ya me quitan el yeso de una de café perro me trama resto ese color quedo toda linda usted cómo sigue,es,6.270882998,-75.619213,city,Colombia,3551462416,3027168412,56,FALSE,ud,Mon Sep 07 20:21:40 +0000 2015,,"['ride', 'to', 'live', 'live', 'to', 'ride', 'estudiante', 'de', 'trabajo', 'social', 'universidad', 'de', 'la', 'salle', 'el', 'día', 'que', 'yo', 'deje', 'de', 'montar', 'es', 'porque', 'mi', 'corazón', 'dejo', 'de', 'latir']"
38298,que la gente con la que usted se la pasa en el salon no vaya placeres de la vida jaja,es,4.262283503,-74.243671,city,Colombia,,404489788,118,FALSE,ud,Tue Sep 08 00:52:41 +0000 2015,,"['estudiante', 'hincha', 'del', 'mejor', 'equipo', 's', 'a', 'n', 't', 'a', 'f', 'e', 'eres', 'mi', 'vida', 'karen', '#11']"
38343,definitivamente usted no me conoce ni me conocerá,es,6.448029002,-73.2685195,city,Colombia,,3069962884,178,FALSE,ud,Tue Sep 08 01:09:51 +0000 2015,"Santana, Boyacá","['sin', 'dios', 'nada', 'soy', 'estudiante', 'de', 'derecho']"
